,gender,path,AgeGroup
11455,male,wiki_crop/56/8964356_1963-11-16_2007.jpg,"(38, 43)"
11456,female,wiki_crop/09/3532409_1920-01-15_2011.jpg,"(60, 100)"
11457,male,wiki_crop/68/8527368_1976-03-26_2009.jpg,"(25, 32)"
11459,female,wiki_crop/98/818798_1951-02-23_1994.jpg,"(38, 43)"
11460,male,wiki_crop/94/3008194_1986-07-31_2012.jpg,"(25, 32)"
11461,female,wiki_crop/56/989256_1939-10-05_2010.jpg,"(60, 100)"
11463,male,wiki_crop/26/41300426_1995-11-27_2013.jpg,"(15, 20)"
11464,male,wiki_crop/72/29471472_1992-03-26_2013.jpg,"(15, 20)"
11466,male,wiki_crop/22/574522_1934-09-23_2008.jpg,"(60, 100)"
11467,male,wiki_crop/65/568965_1931-10-30_1975.jpg,"(38, 43)"
11468,female,wiki_crop/04/38507604_1986-11-02_2014.jpg,"(25, 32)"
11469,female,wiki_crop/30/26508230_1991-01-16_2009.jpg,"(15, 20)"
11470,female,wiki_crop/47/32834047_1995-12-09_2012.jpg,"(15, 20)"
11471,male,wiki_crop/47/1005947_1968-04-18_2007.jpg,"(38, 43)"
11472,female,wiki_crop/79/2121079_1981-08-26_2009.jpg,"(25, 32)"
11473,male,wiki_crop/24/344124_1956-04-12_2009.jpg,"(48, 53)"
11474,male,wiki_crop/56/5408856_1981-07-24_2009.jpg,"(25, 32)"
11476,male,wiki_crop/14/4732214_1983-11-09_2011.jpg,"(25, 32)"
11478,male,wiki_crop/53/21729353_1984-09-07_2013.jpg,"(25, 32)"
11479,female,wiki_crop/97/341297_1947-05-06_2008.jpg,"(60, 100)"
11484,male,wiki_crop/34/5248734_1973-09-16_2015.jpg,"(38, 43)"
11488,female,wiki_crop/45/1201745_1943-08-27_1960.jpg,"(15, 20)"
11489,male,wiki_crop/15/24783415_1976-07-09_2009.jpg,"(25, 32)"
11490,male,wiki_crop/80/31943680_1979-02-20_2012.jpg,"(25, 32)"
11492,male,wiki_crop/34/1447234_1979-09-14_2010.jpg,"(25, 32)"
11493,male,wiki_crop/24/4865824_1928-01-01_2003.jpg,"(60, 100)"
11495,male,wiki_crop/84/7171184_1990-12-31_2009.jpg,"(15, 20)"
11497,male,wiki_crop/43/1103143_1961-06-03_1988.jpg,"(25, 32)"
11499,male,wiki_crop/42/9595142_1957-06-04_2007.jpg,"(48, 53)"
11501,male,wiki_crop/32/610532_1967-10-11_2008.jpg,"(38, 43)"
11502,male,wiki_crop/04/2130104_1972-06-02_2011.jpg,"(38, 43)"
11505,male,wiki_crop/06/23996106_1980-03-02_2010.jpg,"(25, 32)"
11506,male,wiki_crop/11/32893111_1984-07-24_2012.jpg,"(25, 32)"
11509,male,wiki_crop/05/39453705_1984-12-01_2014.jpg,"(25, 32)"
11510,male,wiki_crop/37/18744637_1990-02-28_2010.jpg,"(15, 20)"
11512,male,wiki_crop/79/428979_1980-06-26_2009.jpg,"(25, 32)"
11513,male,wiki_crop/50/602850_1928-01-12_1958.jpg,"(25, 32)"
11514,male,wiki_crop/62/1947462_1964-03-14_1995.jpg,"(25, 32)"
11515,male,wiki_crop/09/125209_1964-03-10_2015.jpg,"(48, 53)"
11516,male,wiki_crop/34/21029634_1982-01-16_2013.jpg,"(25, 32)"
11520,male,wiki_crop/08/1687108_1919-02-05_1948.jpg,"(25, 32)"
11521,male,wiki_crop/73/3454973_1935-03-29_1967.jpg,"(25, 32)"
11522,female,wiki_crop/75/4607075_1984-09-26_2010.jpg,"(25, 32)"
11524,male,wiki_crop/46/206646_1967-01-14_2010.jpg,"(38, 43)"
11525,male,wiki_crop/66/97666_1930-10-31_1969.jpg,"(38, 43)"
11527,male,wiki_crop/98/22194198_1946-12-15_2012.jpg,"(60, 100)"
11530,male,wiki_crop/50/20686450_1975-12-20_2015.jpg,"(38, 43)"
11531,male,wiki_crop/56/512056_1947-12-23_2010.jpg,"(60, 100)"
11532,female,wiki_crop/13/236613_1973-12-04_2012.jpg,"(38, 43)"
11533,male,wiki_crop/44/5498544_1972-10-03_2013.jpg,"(38, 43)"
11537,male,wiki_crop/64/24767764_1971-10-11_2012.jpg,"(38, 43)"
11542,male,wiki_crop/27/4958927_1984-03-19_2011.jpg,"(25, 32)"
11543,male,wiki_crop/07/2187407_1967-08-23_1999.jpg,"(25, 32)"
11544,male,wiki_crop/31/5249831_1988-02-16_2007.jpg,"(15, 20)"
11545,male,wiki_crop/57/1869157_1951-12-05_2015.jpg,"(60, 100)"
11546,male,wiki_crop/35/177335_1963-08-10_2006.jpg,"(38, 43)"
11547,male,wiki_crop/51/10363551_1952-09-25_1965.jpg,"(8, 12)"
11548,male,wiki_crop/60/14055360_1929-08-02_1994.jpg,"(60, 100)"
11550,male,wiki_crop/40/998040_1968-07-15_2008.jpg,"(38, 43)"
11551,female,wiki_crop/25/5313625_1974-06-22_2014.jpg,"(38, 43)"
11553,male,wiki_crop/58/2234958_1897-02-19_1940.jpg,"(38, 43)"
11554,male,wiki_crop/51/27913751_1928-03-19_1948.jpg,"(15, 20)"
11555,male,wiki_crop/02/733002_1958-11-16_2008.jpg,"(48, 53)"
11558,male,wiki_crop/68/38398068_1932-10-30_1960.jpg,"(25, 32)"
11559,female,wiki_crop/43/17782843_1986-03-28_2015.jpg,"(25, 32)"
11560,female,wiki_crop/86/32934186_1992-12-16_2012.jpg,"(15, 20)"
11562,male,wiki_crop/86/41900286_1988-12-21_2015.jpg,"(25, 32)"
11563,male,wiki_crop/60/26043360_1981-05-04_2014.jpg,"(25, 32)"
11564,female,wiki_crop/78/28310378_1989-12-12_2010.jpg,"(15, 20)"
11565,male,wiki_crop/70/2132870_1955-01-11_2005.jpg,"(48, 53)"
11566,male,wiki_crop/04/36255204_1994-08-10_2014.jpg,"(15, 20)"
11568,male,wiki_crop/41/21040341_1944-02-16_2008.jpg,"(60, 100)"
11570,male,wiki_crop/42/6086242_1982-11-06_2010.jpg,"(25, 32)"
11571,male,wiki_crop/86/1016686_1913-08-23_1953.jpg,"(38, 43)"
11573,male,wiki_crop/64/26773064_1935-05-04_2009.jpg,"(60, 100)"
11574,female,wiki_crop/01/23900801_1976-12-26_2009.jpg,"(25, 32)"
11575,male,wiki_crop/50/8769150_1935-12-09_2005.jpg,"(60, 100)"
11579,male,wiki_crop/32/437932_1980-11-18_2007.jpg,"(25, 32)"
11581,male,wiki_crop/47/259347_1974-06-27_2006.jpg,"(25, 32)"
11582,male,wiki_crop/02/30509402_1938-07-01_1980.jpg,"(38, 43)"
11584,male,wiki_crop/91/8359991_1987-08-23_2013.jpg,"(25, 32)"
11590,male,wiki_crop/12/965712_1956-08-19_1976.jpg,"(15, 20)"
11591,male,wiki_crop/43/22504543_11-03-00_2007.jpg,"(0, 2)"
11593,male,wiki_crop/67/44742467_1977-06-29_2009.jpg,"(25, 32)"
11594,male,wiki_crop/50/12994850_1982-04-26_2010.jpg,"(25, 32)"
11595,female,wiki_crop/05/30160605_1988-12-30_2015.jpg,"(25, 32)"
11596,female,wiki_crop/07/15950207_1979-05-29_2006.jpg,"(25, 32)"
11598,female,wiki_crop/31/2231531_1921-08-03_1961.jpg,"(38, 43)"
11599,male,wiki_crop/87/20826987_1986-10-15_2013.jpg,"(25, 32)"
11600,male,wiki_crop/99/1702399_1981-07-16_2013.jpg,"(25, 32)"
11601,male,wiki_crop/06/921306_1978-11-22_2011.jpg,"(25, 32)"
11602,male,wiki_crop/30/11971530_1943-06-10_2011.jpg,"(60, 100)"
11603,female,wiki_crop/12/2142112_1959-03-13_2008.jpg,"(48, 53)"
11605,male,wiki_crop/30/644330_1906-06-03_1978.jpg,"(60, 100)"
11607,male,wiki_crop/23/36388523_1991-04-05_2010.jpg,"(15, 20)"
11608,male,wiki_crop/89/50489_1946-12-19_1973.jpg,"(25, 32)"
11610,male,wiki_crop/35/18268435_1967-10-10_2009.jpg,"(38, 43)"
11611,male,wiki_crop/59/1038359_1964-11-14_2007.jpg,"(38, 43)"
11613,female,wiki_crop/33/3788733_1982-02-22_2009.jpg,"(25, 32)"
11615,female,wiki_crop/32/1890632_1957-03-28_2010.jpg,"(48, 53)"
11616,female,wiki_crop/57/25459657_1979-04-26_2008.jpg,"(25, 32)"
11617,male,wiki_crop/38/2499638_1877-01-29_1940.jpg,"(60, 100)"
11618,male,wiki_crop/41/8916541_1974-11-24_2007.jpg,"(25, 32)"
11619,male,wiki_crop/83/23700583_1931-03-08_2008.jpg,"(60, 100)"
11621,female,wiki_crop/86/46218286_1981-05-07_2011.jpg,"(25, 32)"
11622,male,wiki_crop/55/5575255_1982-01-01_2012.jpg,"(25, 32)"
11624,female,wiki_crop/89/222789_1929-09-28_2008.jpg,"(60, 100)"
11625,male,wiki_crop/72/6785372_1984-11-19_2014.jpg,"(25, 32)"
11627,male,wiki_crop/34/1570734_1977-09-19_2007.jpg,"(25, 32)"
11628,male,wiki_crop/29/38551129_1940-03-14_1961.jpg,"(15, 20)"
11630,male,wiki_crop/12/9501612_1920-01-06_1995.jpg,"(60, 100)"
11631,female,wiki_crop/57/1248557_1945-05-02_2014.jpg,"(60, 100)"
11632,female,wiki_crop/43/45121243_1986-12-12_2013.jpg,"(25, 32)"
11633,male,wiki_crop/06/5312406_1944-07-28_1998.jpg,"(48, 53)"
11634,female,wiki_crop/33/6996933_1983-08-19_2012.jpg,"(25, 32)"
11636,female,wiki_crop/60/28664960_1982-10-05_2012.jpg,"(25, 32)"
11637,male,wiki_crop/63/6150063_1981-01-26_2010.jpg,"(25, 32)"
11638,male,wiki_crop/73/751273_1982-08-02_2014.jpg,"(25, 32)"
11639,male,wiki_crop/11/5311111_1981-10-26_2010.jpg,"(25, 32)"
11640,male,wiki_crop/83/102283_1943-07-18_2007.jpg,"(60, 100)"
11641,male,wiki_crop/01/1671401_1955-05-29_2007.jpg,"(48, 53)"
11642,female,wiki_crop/55/19686255_1982-01-13_2008.jpg,"(25, 32)"
11644,male,wiki_crop/32/230732_1900-04-26_1970.jpg,"(60, 100)"
11645,male,wiki_crop/78/949978_1974-02-13_2006.jpg,"(25, 32)"
11646,female,wiki_crop/09/10992009_1924-10-02_1952.jpg,"(25, 32)"
11648,male,wiki_crop/80/8753780_1986-11-15_2012.jpg,"(25, 32)"
11649,female,wiki_crop/99/2029399_1959-10-03_2008.jpg,"(48, 53)"
11650,male,wiki_crop/68/26596668_1942-08-19_2009.jpg,"(60, 100)"
11651,male,wiki_crop/58/11467158_1977-12-23_2008.jpg,"(25, 32)"
11653,male,wiki_crop/51/21486951_1946-09-15_2013.jpg,"(60, 100)"
11654,female,wiki_crop/34/41871434_1964-02-03_2013.jpg,"(48, 53)"
11655,male,wiki_crop/04/628004_1960-09-16_2012.jpg,"(48, 53)"
11656,male,wiki_crop/20/6824720_1987-01-19_2005.jpg,"(15, 20)"
11658,female,wiki_crop/20/10288720_1981-11-08_2010.jpg,"(25, 32)"
11660,male,wiki_crop/74/11806274_1957-08-01_2010.jpg,"(48, 53)"
11661,male,wiki_crop/78/27442278_1984-06-21_2014.jpg,"(25, 32)"
11662,male,wiki_crop/77/302577_1960-03-07_2012.jpg,"(48, 53)"
11663,male,wiki_crop/81/26824381_1988-08-05_2015.jpg,"(25, 32)"
11665,male,wiki_crop/72/1380772_1984-05-14_2010.jpg,"(25, 32)"
11666,male,wiki_crop/18/26993518_1992-01-23_2012.jpg,"(15, 20)"
11670,female,wiki_crop/89/41406389_1939-09-15_1960.jpg,"(15, 20)"
11672,male,wiki_crop/79/22582879_1914-06-26_1940.jpg,"(25, 32)"
11676,male,wiki_crop/69/7338269_1983-07-18_2010.jpg,"(25, 32)"
11677,male,wiki_crop/28/46600328_1951-04-04_2013.jpg,"(60, 100)"
11678,female,wiki_crop/55/23493455_1982-02-01_2014.jpg,"(25, 32)"
11681,female,wiki_crop/84/11536584_1933-07-30_1961.jpg,"(25, 32)"
11682,male,wiki_crop/22/16741022_1947-08-28_1968.jpg,"(15, 20)"
11683,male,wiki_crop/52/9373752_1983-03-31_2009.jpg,"(25, 32)"
11685,male,wiki_crop/53/69853_1937-02-12_1964.jpg,"(25, 32)"
11686,male,wiki_crop/30/2365930_1977-11-01_2006.jpg,"(25, 32)"
11689,female,wiki_crop/56/14853156_1981-05-28_2009.jpg,"(25, 32)"
11690,male,wiki_crop/58/1602858_1970-05-19_2011.jpg,"(38, 43)"
11691,male,wiki_crop/90/39609890_1948-04-27_2013.jpg,"(60, 100)"
11692,male,wiki_crop/40/12551840_1983-05-28_2011.jpg,"(25, 32)"
11693,female,wiki_crop/12/1671212_1968-05-08_1995.jpg,"(25, 32)"
11696,male,wiki_crop/59/1151359_1961-04-02_2012.jpg,"(48, 53)"
11697,male,wiki_crop/47/8663247_1927-12-30_2013.jpg,"(60, 100)"
11698,female,wiki_crop/87/981787_1921-06-08_1951.jpg,"(25, 32)"
11699,male,wiki_crop/94/2969494_1882-02-02_1948.jpg,"(60, 100)"
11702,male,wiki_crop/72/33353272_1943-10-24_2009.jpg,"(60, 100)"
11704,male,wiki_crop/37/1123637_1911-03-24_1993.jpg,"(60, 100)"
11706,male,wiki_crop/75/762775_1973-11-09_2012.jpg,"(38, 43)"
11707,male,wiki_crop/28/34227028_1978-08-25_2008.jpg,"(25, 32)"
11708,male,wiki_crop/32/12296932_1974-04-17_2007.jpg,"(25, 32)"
11711,male,wiki_crop/78/12751878_1983-11-15_2013.jpg,"(25, 32)"
11714,male,wiki_crop/89/41321989_1896-03-30_1947.jpg,"(48, 53)"
11715,female,wiki_crop/70/36717070_1982-12-07_2012.jpg,"(25, 32)"
11716,male,wiki_crop/91/2703791_1968-12-12_2007.jpg,"(38, 43)"
11720,male,wiki_crop/73/36733073_1992-01-02_2012.jpg,"(15, 20)"
11721,male,wiki_crop/46/24502246_1878-06-24_1960.jpg,"(60, 100)"
11722,female,wiki_crop/94/43019594_1983-01-18_2014.jpg,"(25, 32)"
11723,male,wiki_crop/48/1345348_1980-09-10_2001.jpg,"(15, 20)"
11724,male,wiki_crop/11/1335711_1967-02-02_2010.jpg,"(38, 43)"
11727,female,wiki_crop/05/2747305_1986-09-18_2007.jpg,"(15, 20)"
11729,male,wiki_crop/71/187271_1943-12-01_2009.jpg,"(60, 100)"
11730,male,wiki_crop/26/1958626_1931-11-24_2009.jpg,"(60, 100)"
11732,male,wiki_crop/17/11021217_1957-11-16_2008.jpg,"(48, 53)"
11733,male,wiki_crop/23/28828223_1962-10-19_2014.jpg,"(48, 53)"
11734,male,wiki_crop/88/1954688_1981-09-14_2011.jpg,"(25, 32)"
11735,female,wiki_crop/64/327664_1951-01-12_1994.jpg,"(38, 43)"
11737,male,wiki_crop/43/37634143_1917-07-24_1950.jpg,"(25, 32)"
11742,male,wiki_crop/78/1510478_1946-03-11_2013.jpg,"(60, 100)"
11743,female,wiki_crop/09/13716209_1937-03-20_2011.jpg,"(60, 100)"
11745,female,wiki_crop/21/27603721_1981-06-09_2009.jpg,"(25, 32)"
11748,male,wiki_crop/41/12211241_1979-06-04_2012.jpg,"(25, 32)"
11749,male,wiki_crop/01/11239901_1984-12-26_2011.jpg,"(25, 32)"
11750,male,wiki_crop/09/420909_1895-09-06_1945.jpg,"(48, 53)"
11753,male,wiki_crop/70/162870_1969-12-04_2011.jpg,"(38, 43)"
11754,male,wiki_crop/09/32191009_1981-09-23_2010.jpg,"(25, 32)"
11757,female,wiki_crop/60/30494760_1986-05-23_2013.jpg,"(25, 32)"
11758,female,wiki_crop/26/39218926_1923-05-30_1956.jpg,"(25, 32)"
11759,female,wiki_crop/42/33413242_1978-03-13_2007.jpg,"(25, 32)"
11760,male,wiki_crop/97/23655297_1990-07-01_2010.jpg,"(15, 20)"
11762,female,wiki_crop/43/7353443_1923-02-09_2013.jpg,"(60, 100)"
11766,male,wiki_crop/97/887597_1924-09-27_2004.jpg,"(60, 100)"
11767,male,wiki_crop/04/11847004_1934-12-24_2009.jpg,"(60, 100)"
11768,male,wiki_crop/30/28141630_1968-10-19_2007.jpg,"(38, 43)"
11770,male,wiki_crop/23/9442123_1979-04-20_2007.jpg,"(25, 32)"
11771,female,wiki_crop/70/31307770_1983-12-15_2014.jpg,"(25, 32)"
11773,male,wiki_crop/61/2152261_1916-08-20_1993.jpg,"(60, 100)"
11774,female,wiki_crop/84/13061184_1988-03-26_2008.jpg,"(15, 20)"
11777,male,wiki_crop/61/6159661_1981-06-10_2012.jpg,"(25, 32)"
11778,female,wiki_crop/05/2440805_1982-12-22_2013.jpg,"(25, 32)"
11779,female,wiki_crop/89/40815389_1987-04-18_2013.jpg,"(25, 32)"
11781,male,wiki_crop/61/250961_1953-09-16_2006.jpg,"(48, 53)"
11783,male,wiki_crop/14/1253814_1982-01-12_2010.jpg,"(25, 32)"
11784,male,wiki_crop/04/8029204_1965-08-27_2014.jpg,"(48, 53)"
11790,male,wiki_crop/34/1443634_1965-05-30_2014.jpg,"(48, 53)"
11791,female,wiki_crop/50/12257050_1980-08-24_2007.jpg,"(25, 32)"
11793,male,wiki_crop/94/25588694_1990-06-14_2009.jpg,"(15, 20)"
11794,female,wiki_crop/56/459256_1974-07-22_2005.jpg,"(25, 32)"
11795,male,wiki_crop/90/21490890_1912-01-27_2003.jpg,"(60, 100)"
11796,male,wiki_crop/73/2456273_1978-07-07_2009.jpg,"(25, 32)"
11797,male,wiki_crop/14/227514_1919-01-13_1950.jpg,"(25, 32)"
11799,male,wiki_crop/54/7391254_1936-08-21_1962.jpg,"(25, 32)"
11801,female,wiki_crop/86/36589086_1996-04-21_2012.jpg,"(15, 20)"
11803,male,wiki_crop/01/43296801_1948-11-02_2012.jpg,"(60, 100)"
11804,female,wiki_crop/11/866811_1964-09-10_1993.jpg,"(25, 32)"
11805,female,wiki_crop/81/804581_1929-06-12_1942.jpg,"(8, 12)"
11806,male,wiki_crop/21/10028621_1956-10-10_2010.jpg,"(48, 53)"
11810,female,wiki_crop/09/1031309_1983-09-21_2012.jpg,"(25, 32)"
11811,female,wiki_crop/64/595864_1937-10-04_2011.jpg,"(60, 100)"
11814,female,wiki_crop/63/37354963_1937-07-13_1980.jpg,"(38, 43)"
11815,male,wiki_crop/51/21346551_1931-01-09_1958.jpg,"(25, 32)"
11816,male,wiki_crop/60/42432860_1988-11-08_2015.jpg,"(25, 32)"
11817,male,wiki_crop/66/23048066_1978-12-03_2009.jpg,"(25, 32)"
11818,male,wiki_crop/50/24050_1960-03-02_2009.jpg,"(48, 53)"
11819,male,wiki_crop/36/391036_1979-09-04_2009.jpg,"(25, 32)"
11820,male,wiki_crop/60/18957460_1984-08-04_2013.jpg,"(25, 32)"
11822,male,wiki_crop/22/4754522_1985-10-02_2015.jpg,"(25, 32)"
11823,female,wiki_crop/68/14599568_1913-07-04_1956.jpg,"(38, 43)"
11826,male,wiki_crop/99/26779899_1982-08-10_2010.jpg,"(25, 32)"
11829,female,wiki_crop/85/21856985_1933-02-17_1966.jpg,"(25, 32)"
11831,female,wiki_crop/07/21577807_1991-06-04_2010.jpg,"(15, 20)"
11832,female,wiki_crop/86/1910886_1943-02-06_1973.jpg,"(25, 32)"
11834,female,wiki_crop/85/1370085_1964-11-02_2013.jpg,"(48, 53)"
11835,female,wiki_crop/48/1927648_1983-07-01_2009.jpg,"(25, 32)"
11837,female,wiki_crop/58/7326258_1981-11-01_2009.jpg,"(25, 32)"
11839,female,wiki_crop/73/4806773_1983-04-25_2011.jpg,"(25, 32)"
11840,male,wiki_crop/31/6385531_1981-02-05_2008.jpg,"(25, 32)"
11844,male,wiki_crop/14/277314_1924-12-02_2001.jpg,"(60, 100)"
11845,male,wiki_crop/09/44012909_1961-08-24_2011.jpg,"(48, 53)"
11846,female,wiki_crop/15/43115_1922-12-24_1953.jpg,"(25, 32)"
11847,male,wiki_crop/95/1076595_1977-08-29_2006.jpg,"(25, 32)"
11848,female,wiki_crop/46/36176046_1992-07-11_2012.jpg,"(15, 20)"
11849,male,wiki_crop/20/23955120_1987-12-25_2014.jpg,"(25, 32)"
11850,male,wiki_crop/94/428894_1895-01-13_1947.jpg,"(48, 53)"
11851,female,wiki_crop/63/29354963_1883-12-18_1964.jpg,"(60, 100)"
11854,male,wiki_crop/70/1100370_1948-08-23_1975.jpg,"(25, 32)"
11855,female,wiki_crop/68/38473068_1985-12-04_2013.jpg,"(25, 32)"
11858,male,wiki_crop/71/5194271_1983-11-18_2015.jpg,"(25, 32)"
11860,male,wiki_crop/68/367968_1946-07-22_2014.jpg,"(60, 100)"
11861,male,wiki_crop/97/210597_1882-10-05_1945.jpg,"(60, 100)"
11862,male,wiki_crop/86/4014486_1979-06-12_2009.jpg,"(25, 32)"
11863,female,wiki_crop/54/28201954_1981-04-22_2014.jpg,"(25, 32)"
11864,female,wiki_crop/58/38908558_1992-09-23_2013.jpg,"(15, 20)"
11865,male,wiki_crop/56/11494156_1880-01-07_1949.jpg,"(60, 100)"
11866,female,wiki_crop/81/17861581_1981-09-27_2010.jpg,"(25, 32)"
11869,male,wiki_crop/78/4053378_1958-02-22_2010.jpg,"(48, 53)"
11870,female,wiki_crop/78/2502078_1949-10-10_1977.jpg,"(25, 32)"
11871,male,wiki_crop/70/27284270_1971-07-28_2015.jpg,"(38, 43)"
11873,female,wiki_crop/11/31626311_1981-06-18_2012.jpg,"(25, 32)"
11876,male,wiki_crop/47/13535947_1978-09-15_2009.jpg,"(25, 32)"
11878,male,wiki_crop/39/42865639_1986-04-25_2013.jpg,"(25, 32)"
11879,male,wiki_crop/97/8213797_1979-03-20_2008.jpg,"(25, 32)"
11880,male,wiki_crop/96/2867396_1916-04-26_1960.jpg,"(38, 43)"
11881,female,wiki_crop/68/4200568_1979-11-16_2006.jpg,"(25, 32)"
11882,female,wiki_crop/76/1660276_1921-01-18_1941.jpg,"(15, 20)"
11883,male,wiki_crop/80/14493380_1984-03-29_2014.jpg,"(25, 32)"
11886,male,wiki_crop/30/229730_1976-06-23_2009.jpg,"(25, 32)"
11887,male,wiki_crop/57/43569957_1989-03-14_2015.jpg,"(25, 32)"
11890,male,wiki_crop/72/1961772_1963-01-25_2007.jpg,"(38, 43)"
11891,female,wiki_crop/43/4554043_1959-05-28_2011.jpg,"(48, 53)"
11892,male,wiki_crop/02/3323202_1976-05-06_2009.jpg,"(25, 32)"
11893,male,wiki_crop/80/167880_1947-08-08_2009.jpg,"(60, 100)"
11894,male,wiki_crop/19/609819_1944-12-19_1974.jpg,"(25, 32)"
11895,male,wiki_crop/88/32336688_1981-01-24_2010.jpg,"(25, 32)"
11896,male,wiki_crop/81/43382481_1995-02-12_2015.jpg,"(15, 20)"
11897,female,wiki_crop/37/10701137_1981-07-15_2012.jpg,"(25, 32)"
11898,male,wiki_crop/67/9852667_1982-03-28_2008.jpg,"(25, 32)"
11901,male,wiki_crop/71/5247171_1965-06-23_2009.jpg,"(38, 43)"
11902,male,wiki_crop/67/881167_1924-02-29_1953.jpg,"(25, 32)"
11903,male,wiki_crop/97/8869997_1981-02-13_2012.jpg,"(25, 32)"
11904,male,wiki_crop/41/17958441_1988-12-15_2014.jpg,"(25, 32)"
11907,male,wiki_crop/74/144874_1889-07-17_1966.jpg,"(60, 100)"
11909,male,wiki_crop/28/935728_1970-06-21_2011.jpg,"(38, 43)"
11911,male,wiki_crop/75/1335475_1968-11-10_2010.jpg,"(38, 43)"
11912,male,wiki_crop/93/3698793_1983-05-05_2009.jpg,"(25, 32)"
11914,male,wiki_crop/01/7725601_1981-07-13_2013.jpg,"(25, 32)"
11917,male,wiki_crop/64/4580064_1972-10-09_2012.jpg,"(38, 43)"
11918,male,wiki_crop/79/77179_1926-01-03_2006.jpg,"(60, 100)"
11920,male,wiki_crop/28/31020028_1992-03-16_2012.jpg,"(15, 20)"
11921,female,wiki_crop/89/8590589_1932-08-30_2010.jpg,"(60, 100)"
11925,male,wiki_crop/49/5139549_1961-12-28_2011.jpg,"(48, 53)"
11928,male,wiki_crop/88/37056788_1981-12-15_2012.jpg,"(25, 32)"
11932,male,wiki_crop/13/26636513_1936-02-01_2007.jpg,"(60, 100)"
11933,male,wiki_crop/46/1053446_1977-08-04_2010.jpg,"(25, 32)"
11938,female,wiki_crop/65/39177665_1987-07-09_2014.jpg,"(25, 32)"
11939,male,wiki_crop/45/41812845_1985-07-01_2014.jpg,"(25, 32)"
11940,female,wiki_crop/90/18592890_1974-05-21_2014.jpg,"(38, 43)"
11941,male,wiki_crop/73/27452573_1993-07-20_2014.jpg,"(15, 20)"
11943,male,wiki_crop/10/3026610_1975-10-01_2005.jpg,"(25, 32)"
11944,male,wiki_crop/63/714263_1975-10-17_2014.jpg,"(38, 43)"
11946,male,wiki_crop/03/159603_1921-03-28_1964.jpg,"(38, 43)"
11947,female,wiki_crop/65/6803165_1943-07-24_1972.jpg,"(25, 32)"
11953,male,wiki_crop/68/5404568_1980-04-28_2008.jpg,"(25, 32)"
11955,male,wiki_crop/24/10407424_1982-08-31_2008.jpg,"(25, 32)"
11956,female,wiki_crop/30/890630_1957-02-18_2006.jpg,"(48, 53)"
11957,male,wiki_crop/28/37949528_1975-04-09_2007.jpg,"(25, 32)"
11961,male,wiki_crop/87/7576687_1871-07-21_1940.jpg,"(60, 100)"
11963,male,wiki_crop/55/39111555_1962-08-19_2014.jpg,"(48, 53)"
11964,male,wiki_crop/15/10831515_1958-02-24_2011.jpg,"(48, 53)"
11965,female,wiki_crop/77/18513177_1989-02-25_2010.jpg,"(15, 20)"
11967,male,wiki_crop/45/43963045_1995-04-27_2015.jpg,"(15, 20)"
11968,female,wiki_crop/65/45511965_1994-12-15_2012.jpg,"(15, 20)"
11970,male,wiki_crop/83/679683_1939-04-20_2014.jpg,"(60, 100)"
11972,male,wiki_crop/03/1520803_1951-10-09_2014.jpg,"(60, 100)"
11974,female,wiki_crop/35/1828435_1928-06-10_1970.jpg,"(38, 43)"
11975,male,wiki_crop/22/2256522_1900-07-25_1950.jpg,"(48, 53)"
11976,female,wiki_crop/47/31431247_1994-12-28_2011.jpg,"(15, 20)"
11981,male,wiki_crop/22/7594622_1885-09-13_1946.jpg,"(60, 100)"
11983,female,wiki_crop/11/2614711_1939-10-08_1960.jpg,"(15, 20)"
11984,male,wiki_crop/87/14064187_1978-04-11_2006.jpg,"(25, 32)"
11986,female,wiki_crop/96/495296_1970-09-28_2010.jpg,"(38, 43)"
11987,male,wiki_crop/40/3193540_1981-09-04_2013.jpg,"(25, 32)"
11988,male,wiki_crop/27/39717227_1980-10-08_2011.jpg,"(25, 32)"
11990,female,wiki_crop/85/1559985_1921-04-12_1998.jpg,"(60, 100)"
11991,male,wiki_crop/34/2808834_1967-11-07_2011.jpg,"(38, 43)"
11993,female,wiki_crop/34/41173834_1987-01-04_2013.jpg,"(25, 32)"
11994,male,wiki_crop/79/16784779_1984-08-16_2012.jpg,"(25, 32)"
11995,male,wiki_crop/36/40798936_1954-07-18_2007.jpg,"(48, 53)"
11996,female,wiki_crop/23/45681223_1993-06-25_2014.jpg,"(15, 20)"
11997,male,wiki_crop/74/10093174_1986-03-16_2012.jpg,"(25, 32)"
11998,male,wiki_crop/03/10791003_1930-06-26_1961.jpg,"(25, 32)"
11999,female,wiki_crop/29/33734929_1985-02-05_2011.jpg,"(25, 32)"
12000,male,wiki_crop/47/11501547_1988-01-20_2015.jpg,"(25, 32)"
12001,male,wiki_crop/08/39058808_1981-06-17_2013.jpg,"(25, 32)"
12002,male,wiki_crop/45/31744445_1994-01-24_2012.jpg,"(15, 20)"
12003,male,wiki_crop/99/880099_1948-07-16_2014.jpg,"(60, 100)"
12006,female,wiki_crop/30/13383930_1973-10-23_2002.jpg,"(25, 32)"
12008,male,wiki_crop/85/29621085_1973-12-25_2012.jpg,"(38, 43)"
12010,male,wiki_crop/39/33940139_1994-08-17_2012.jpg,"(15, 20)"
